location,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"24 Harvester Sq MO 63303",38.746512,-90.578506,1,rooftop,24,"Harvester Sq",,,"Saint Charles",MO,"St. Charles County",63303,US,"St Charles"
"24 Harvester Sq MO 63303",38.746512,-90.578506,1,rooftop,24,"Harvester Sq",,,"Saint Charles",MO,"St. Charles County",63303,US,"St Charles"
"1890 Zumbehl Rd MO 63303",38.779081,-90.53006,1,rooftop,1890,"Zumbehl Rd",,,"Saint Charles",MO,"St. Charles County",63303,US,"St Charles"
"6251 Mid Rivers Mall Dr MO 63304",38.739562,-90.634475,1,rooftop,6251,"Mid Rivers Mall Dr",,,"Saint Peters",MO,"St. Charles County",63304,US,"St Charles"
"6251 Mid Rivers Mall Dr MO 63304",38.739562,-90.634475,1,rooftop,6251,"Mid Rivers Mall Dr",,,"Saint Peters",MO,"St. Charles County",63304,US,"St Charles"
"1160 S 5th St MO 63301",38.77259,-90.491389,1,rooftop,1160,"S 5th St",,,"Saint Charles",MO,"St. Charles County",63301,US,"St Charles"
"3701 Elm St MO 63301",38.819366,-90.513964,1,rooftop,3701,"Elm St",,,"Saint Charles",MO,"St. Charles County",63301,US,"St Charles"
"3701 Elm St MO 63301",38.819366,-90.513964,1,rooftop,3701,"Elm St",,,"Saint Charles",MO,"St. Charles County",63301,US,"St Charles"
"740 S Duchesne Dr MO 63301",38.788217,-90.513649,1,rooftop,740,"S Duchesne Dr",,,"Saint Charles",MO,"St. Charles County",63301,US,"St Charles"
"1890 Zumbehl Rd MO 63303",38.779081,-90.53006,1,rooftop,1890,"Zumbehl Rd",,,"Saint Charles",MO,"St. Charles County",63303,US,"St Charles"
"24 Harvester Sq MO 63303",38.746512,-90.578506,1,rooftop,24,"Harvester Sq",,,"Saint Charles",MO,"St. Charles County",63303,US,"St Charles"
"24 Harvester Sq MO 63303",38.746512,-90.578506,1,rooftop,24,"Harvester Sq",,,"Saint Charles",MO,"St. Charles County",63303,US,"St Charles"
"1890 Zumbehl Rd MO 63303",38.779081,-90.53006,1,rooftop,1890,"Zumbehl Rd",,,"Saint Charles",MO,"St. Charles County",63303,US,"St Charles"
"6251 Mid Rivers Mall Dr MO 63304",38.739562,-90.634475,1,rooftop,6251,"Mid Rivers Mall Dr",,,"Saint Peters",MO,"St. Charles County",63304,US,"St Charles"
"6251 Mid Rivers Mall Dr MO 63304",38.739562,-90.634475,1,rooftop,6251,"Mid Rivers Mall Dr",,,"Saint Peters",MO,"St. Charles County",63304,US,"St Charles"
"1450 N Main St MO 63077",38.360676,-90.977549,1,range_interpolation,1450,"N Main St",,,"Saint Clair",MO,"Franklin County",63077,US,"TIGER/Line® dataset from the US Census Bureau"
"1450 N Main St MO 63077",38.360676,-90.977549,1,range_interpolation,1450,"N Main St",,,"Saint Clair",MO,"Franklin County",63077,US,"TIGER/Line® dataset from the US Census Bureau"
"1450 N Main St MO 63077",38.360676,-90.977549,1,range_interpolation,1450,"N Main St",,,"Saint Clair",MO,"Franklin County",63077,US,"TIGER/Line® dataset from the US Census Bureau"
"1450 N Main St MO 63077",38.360676,-90.977549,1,range_interpolation,1450,"N Main St",,,"Saint Clair",MO,"Franklin County",63077,US,"TIGER/Line® dataset from the US Census Bureau"
"3417 S Belt Hwy MO 64503",39.734195,-94.800489,1,rooftop,3417,"S Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64503,US,Buchanan
"4219 Us 169 S MO 64503",39.724825,-94.789852,1,rooftop,4219,"S 169 Hwy",,,"Saint Joseph",MO,"Buchanan County",64503,US,Buchanan
"6018 Lake Ave MO 64504",39.714051,-94.870889,1,range_interpolation,6018,"Lake Ave",,,"Saint Joseph",MO,"Buchanan County",64504,US,"TIGER/Line® dataset from the US Census Bureau"
"6108 Lake Ave MO 64504",39.713246,-94.872715,1,rooftop,6108,"Lake Ave",,,"Saint Joseph",MO,"Buchanan County",64504,US,Buchanan
"3504 N Belt Hwy MO 64506",39.801953,-94.816057,1,rooftop,3504,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"3504 N Belt Hwy MO 64506",39.801953,-94.816057,1,rooftop,3504,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"3504 N Belt Hwy MO 64506",39.801953,-94.816057,1,rooftop,3504,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"1311 N Belt Hwy MO 64506",39.779157,-94.802583,1,rooftop,1311,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"601 N Belt Hwy MO 64506",39.771327,-94.802982,1,rooftop,601,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"601 N Belt Hwy MO 64506",39.771327,-94.802982,1,rooftop,601,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"601 N Belt Hwy MO 64506",39.771327,-94.802982,1,rooftop,601,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"1310 S Riverside Rd MO 64507",39.754066,-94.769145,1,rooftop,1310,"S Riverside Rd",,,"Saint Joseph",MO,"Buchanan County",64507,US,Buchanan
"1310 S Riverside Rd MO 64507",39.754066,-94.769145,1,rooftop,1310,"S Riverside Rd",,,"Saint Joseph",MO,"Buchanan County",64507,US,Buchanan
"3417 S Belt Hwy MO 64503",39.734195,-94.800489,1,rooftop,3417,"S Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64503,US,Buchanan
"4219 Us 169 S MO 64503",39.724825,-94.789852,1,rooftop,4219,"S 169 Hwy",,,"Saint Joseph",MO,"Buchanan County",64503,US,Buchanan
"6018 Lake Ave MO 64504",39.714051,-94.870889,1,range_interpolation,6018,"Lake Ave",,,"Saint Joseph",MO,"Buchanan County",64504,US,"TIGER/Line® dataset from the US Census Bureau"
"6108 Lake Ave MO 64504",39.713246,-94.872715,1,rooftop,6108,"Lake Ave",,,"Saint Joseph",MO,"Buchanan County",64504,US,Buchanan
"3504 N Belt Hwy MO 64506",39.801953,-94.816057,1,rooftop,3504,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"3504 N Belt Hwy MO 64506",39.801953,-94.816057,1,rooftop,3504,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"3504 N Belt Hwy MO 64506",39.801953,-94.816057,1,rooftop,3504,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"1311 N Belt Hwy MO 64506",39.779157,-94.802583,1,rooftop,1311,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"601 N Belt Hwy MO 64506",39.771327,-94.802982,1,rooftop,601,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"601 N Belt Hwy MO 64506",39.771327,-94.802982,1,rooftop,601,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"601 N Belt Hwy MO 64506",39.771327,-94.802982,1,rooftop,601,"N Belt Hwy",,,"Saint Joseph",MO,"Buchanan County",64506,US,Buchanan
"1310 S Riverside Rd MO 64507",39.754066,-94.769145,1,rooftop,1310,"S Riverside Rd",,,"Saint Joseph",MO,"Buchanan County",64507,US,Buchanan
"1310 S Riverside Rd MO 64507",39.754066,-94.769145,1,rooftop,1310,"S Riverside Rd",,,"Saint Joseph",MO,"Buchanan County",64507,US,Buchanan
"1119 N Tucker Blvd MO 63101",38.636526,-90.195157,1,range_interpolation,1119,"N Tucker Blvd",,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau"
"700 Olive St MO 63101",38.628171,-90.191537,1,rooftop,700,"Olive St",,,"Saint Louis",MO,"St. Louis city",63101,US,"City of St Louis"
"1919 S Jefferson Ave MO 63104",38.612601,-90.221926,1,rooftop,1919,"S Jefferson Ave",,,"Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis"
"1919 S Jefferson Ave MO 63104",38.612601,-90.221926,1,rooftop,1919,"S Jefferson Ave",,,"Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis"
"1919 S Jefferson Ave MO 63104",38.612601,-90.221926,1,rooftop,1919,"S Jefferson Ave",,,"Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis"
"4006 Lindell Blvd MO 63108",38.639077,-90.243727,1,rooftop,4006,"Lindell Blvd",,,"Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis"
"4006 Lindell Blvd MO 63108",38.639077,-90.243727,1,rooftop,4006,"Lindell Blvd",,,"Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis"
"4006 Lindell Blvd MO 63108",38.639077,-90.243727,1,rooftop,4006,"Lindell Blvd",,,"Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis"
"4620 S Kingshighway Blvd MO 63109",38.586273,-90.275726,1,rooftop,4620,"S Kingshighway Blvd",,,"Saint Louis",MO,"St. Louis city",63109,US,"City of St Louis"
"4200 Hampton Ave MO 63109",38.593036,-90.293683,1,rooftop,4200,"Hampton Ave",,,"Saint Louis",MO,"St. Louis city",63109,US,"City of St Louis"
"4420 S Broadway MO 63111",38.575246,-90.233347,1,rooftop,4420,"S Broadway",,,"Saint Louis",MO,"St. Louis city",63111,US,"City of St Louis"
"8960 Page Ave MO 63114",38.686261,-90.357822,1,rooftop,8960,"Page Ave",,,"Saint Louis",MO,"St. Louis County",63114,US,"St Louis"
"4979 Natural Bridge Ave MO 63115",38.676332,-90.250613,1,rooftop,4979,"Natural Bridge Ave",,,"Saint Louis",MO,"St. Louis city",63115,US,"City of St Louis"
"7241 Gravois Ave MO 63116",38.564766,-90.293637,1,range_interpolation,7241,"Gravois Ave",,,"Saint Louis",MO,"St. Louis city",63116,US,"TIGER/Line® dataset from the US Census Bureau"
"3737 S Grand Blvd MO 63118",38.58915,-90.244496,1,range_interpolation,3737,"S Grand Blvd",,,"Saint Louis",MO,"St. Louis city",63118,US,"TIGER/Line® dataset from the US Census Bureau"
"9815 Manchester Rd MO 63119",38.606923,-90.374573,1,rooftop,9815,"Manchester Rd",,,"Saint Louis",MO,"St. Louis County",63119,US,"St Louis"
"9815 Manchester Rd MO 63119",38.606923,-90.374573,1,rooftop,9815,"Manchester Rd",,,"Saint Louis",MO,"St. Louis County",63119,US,"St Louis"
"7259 Watson Rd MO 63119",38.583127,-90.31883,1,rooftop,7259,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63119,US,"St Louis"
"7901 Watson Rd MO 63119",38.56965,-90.338815,1,rooftop,7901,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63119,US,"St Louis"
"4 S Old Orchard Ave MO 63119",38.591182,-90.33834,1,rooftop,4,"S Old Orchard Ave",,,"Saint Louis",MO,"St. Louis County",63119,US,"St Louis"
"4 S Old Orchard Ave MO 63119",38.591182,-90.33834,1,rooftop,4,"S Old Orchard Ave",,,"Saint Louis",MO,"St. Louis County",63119,US,"St Louis"
"3860 Lucas And Hunt Rd MO 63121",38.70715,-90.305463,0.33,place,,,,,"Saint Louis",MO,"St. Louis County",63121,US,"TIGER/Line® dataset from the US Census Bureau"
"1790 S Florissant Rd MO 63121",38.722872,-90.30459,1,rooftop,1790,"S Florissant Rd",,,"Saint Louis",MO,"St. Louis County",63121,US,"St Louis"
"1790 S Florissant Rd MO 63121",38.722872,-90.30459,1,rooftop,1790,"S Florissant Rd",,,"Saint Louis",MO,"St. Louis County",63121,US,"St Louis"
"350 S Kirkwood Rd MO 63122",38.577056,-90.406187,1,rooftop,350,"S Kirkwood Rd",,,"Saint Louis",MO,"St. Louis County",63122,US,"St Louis"
"350 S Kirkwood Rd MO 63122",38.577056,-90.406187,1,rooftop,350,"S Kirkwood Rd",,,"Saint Louis",MO,"St. Louis County",63122,US,"St Louis"
"5904 S Lindbergh Blvd MO 63123",38.521773,-90.346777,1,rooftop,5904,"S Lindbergh Blvd",,,"Saint Louis",MO,"St. Louis County",63123,US,"St Louis"
"5904 S Lindbergh Blvd MO 63123",38.521773,-90.346777,1,rooftop,5904,"S Lindbergh Blvd",,,"Saint Louis",MO,"St. Louis County",63123,US,"St Louis"
"3282 Telegraph Rd MO 63125",38.496285,-90.299546,1,rooftop,3282,"Telegraph Rd",,,"Saint Louis",MO,"St. Louis County",63125,US,"St Louis"
"4011 Bayless Ave MO 63125",38.546015,-90.287712,1,rooftop,4011,"Bayless Ave",,,"Saint Louis",MO,"St. Louis County",63125,US,"St Louis"
"9915 Watson Rd MO 63126",38.557069,-90.393763,1,rooftop,9915,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63126,US,"St Louis"
"9915 Watson Rd MO 63126",38.557069,-90.393763,1,rooftop,9915,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63126,US,"St Louis"
"938 Crestwood Plaza MO 63126",38.558638,-90.384702,1,range_interpolation,938,"Crestwood Plz",,,"Saint Louis",MO,"St. Louis County",63126,US,"TIGER/Line® dataset from the US Census Bureau"
"9915 Watson Rd MO 63126",38.557069,-90.393763,1,rooftop,9915,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63126,US,"St Louis"
"9915 Watson Rd MO 63126",38.557069,-90.393763,1,rooftop,9915,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63126,US,"St Louis"
"9915 Watson Rd MO 63126",38.557069,-90.393763,1,rooftop,9915,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63126,US,"St Louis"
"13250 Tesson Ferry Rd MO 63128",38.4861,-90.382842,1,rooftop,13250,"Tesson Ferry Rd",,,"Saint Louis",MO,"St. Louis County",63128,US,"St Louis"
"4015 Lemay Ferry Rd MO 63129",38.505902,-90.326184,1,range_interpolation,4015,"Lemay Ferry Rd",,,"Saint Louis",MO,"St. Louis County",63129,US,"TIGER/Line® dataset from the US Census Bureau"
"406 S County Center Way MO 63129",38.506541,-90.331087,1,rooftop,406,"S County Center Way",,,"Saint Louis",MO,"St. Louis County",63129,US,"St Louis"
"5537 Telegraph Rd MO 63129",38.471579,-90.305388,1,rooftop,5537,"Telegraph Rd",,,"Saint Louis",MO,"St. Louis County",63129,US,"St Louis"
"5537 Telegraph Rd MO 63129",38.471579,-90.305388,1,rooftop,5537,"Telegraph Rd",,,"Saint Louis",MO,"St. Louis County",63129,US,"St Louis"
"4407 Lemay Ferry Rd MO 63129",38.500964,-90.333459,1,rooftop,4407,"Lemay Ferry Rd",,,"Saint Louis",MO,"St. Louis County",63129,US,"St Louis"
"4407 Lemay Ferry Rd MO 63129",38.500964,-90.333459,1,rooftop,4407,"Lemay Ferry Rd",,,"Saint Louis",MO,"St. Louis County",63129,US,"St Louis"
"8127 Olive Blvd MO 63130",38.674017,-90.347338,1,rooftop,8127,"Olive Blvd",,,"Saint Louis",MO,"St. Louis County",63130,US,"St Louis"
"664 Wyndham Crossings Cir MO 63131",38.587135,-90.450061,1,range_interpolation,664,"Wyndham Crossings Cir",,,"Saint Louis",MO,"St. Louis County",63131,US,"TIGER/Line® dataset from the US Census Bureau"
"12120 Manchester Rd MO 63131",38.60205,-90.438558,1,rooftop,12120,"Manchester Rd",,,"Saint Louis",MO,"St. Louis County",63131,US,"St Louis"
"12120 Manchester Rd MO 63131",38.60205,-90.438558,1,rooftop,12120,"Manchester Rd",,,"Saint Louis",MO,"St. Louis County",63131,US,"St Louis"
"10431 Page Ave MO 63132",38.691636,-90.38959,1,rooftop,10431,"Page Ave",,,"Saint Louis",MO,"St. Louis County",63132,US,"St Louis"
"9406 Olive Blvd MO 63132",38.673634,-90.376446,1,rooftop,9406,"Olive Blvd",,,"Saint Louis",MO,"St. Louis County",63132,US,"St Louis"
"9131 W Florissant Ave MO 63136",38.735516,-90.278504,1,rooftop,9131,"W Florissant Ave",,,"Saint Louis",MO,"St. Louis County",63136,US,"St Louis"
"10873 W Florissant Ave MO 63136",38.767843,-90.28087,1,rooftop,10873,"W Florissant Ave",,,"Saint Louis",MO,"St. Louis County",63136,US,"St Louis"
"11133 Dunn Rd MO 63136",38.776528,-90.240701,1,rooftop,11133,"Dunn Rd",,,"Saint Louis",MO,"St. Louis County",63136,US,"St Louis"
"11111 Bellefontaine Rd MO 63138",38.772786,-90.220733,1,rooftop,11111,"Bellefontaine Rd",,,"Saint Louis",MO,"St. Louis County",63138,US,"St Louis"
"1420 Hampton Ave MO 63139",38.624505,-90.287486,1,rooftop,1420,"Hampton Ave",,,"Saint Louis",MO,"St. Louis city",63139,US,"City of St Louis"
"11521 Olive Blvd MO 63141",38.671714,-90.437081,1,rooftop,11521,"Olive Blvd",,,"Saint Louis",MO,"St. Louis County",63141,US,"St Louis"
"11553 Olive Blvd MO 63141",38.671382,-90.436949,1,range_interpolation,11553,"Olive Blvd",,,"Saint Louis",MO,"St. Louis County",63141,US,"TIGER/Line® dataset from the US Census Bureau"
"3635 S Big Bend Blvd MO 63143",38.602006,-90.326152,1,rooftop,3635,"S Big Bend Blvd",,,"Saint Louis",MO,"St. Louis County",63143,US,"St Louis"
"1595 S Hanley Rd MO 63144",38.626695,-90.335493,1,rooftop,1595,"S Hanley Rd",,,"Saint Louis",MO,"St. Louis County",63144,US,"St Louis"
"25 Westport Plz MO 63146",38.700311,-90.443782,0.7,rooftop,25,"W Port Plaza Dr",,,"Saint Louis",MO,"St. Louis County",63146,US,"St Louis"
"1119 N Tucker Blvd MO 63101",38.636526,-90.195157,1,range_interpolation,1119,"N Tucker Blvd",,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau"
"700 Olive St MO 63101",38.628171,-90.191537,1,rooftop,700,"Olive St",,,"Saint Louis",MO,"St. Louis city",63101,US,"City of St Louis"
"1919 S Jefferson Ave MO 63104",38.612601,-90.221926,1,rooftop,1919,"S Jefferson Ave",,,"Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis"
"1919 S Jefferson Ave MO 63104",38.612601,-90.221926,1,rooftop,1919,"S Jefferson Ave",,,"Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis"
"1919 S Jefferson Ave MO 63104",38.612601,-90.221926,1,rooftop,1919,"S Jefferson Ave",,,"Saint Louis",MO,"St. Louis city",63104,US,"City of St Louis"
"4006 Lindell Blvd MO 63108",38.639077,-90.243727,1,rooftop,4006,"Lindell Blvd",,,"Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis"
"4006 Lindell Blvd MO 63108",38.639077,-90.243727,1,rooftop,4006,"Lindell Blvd",,,"Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis"
"4006 Lindell Blvd MO 63108",38.639077,-90.243727,1,rooftop,4006,"Lindell Blvd",,,"Saint Louis",MO,"St. Louis city",63108,US,"City of St Louis"
"4620 S Kingshighway Blvd MO 63109",38.586273,-90.275726,1,rooftop,4620,"S Kingshighway Blvd",,,"Saint Louis",MO,"St. Louis city",63109,US,"City of St Louis"
"4200 Hampton Ave MO 63109",38.593036,-90.293683,1,rooftop,4200,"Hampton Ave",,,"Saint Louis",MO,"St. Louis city",63109,US,"City of St Louis"
"4420 S Broadway MO 63111",38.575246,-90.233347,1,rooftop,4420,"S Broadway",,,"Saint Louis",MO,"St. Louis city",63111,US,"City of St Louis"
"8960 Page Ave MO 63114",38.686261,-90.357822,1,rooftop,8960,"Page Ave",,,"Saint Louis",MO,"St. Louis County",63114,US,"St Louis"
"4979 Natural Bridge Ave MO 63115",38.676332,-90.250613,1,rooftop,4979,"Natural Bridge Ave",,,"Saint Louis",MO,"St. Louis city",63115,US,"City of St Louis"
"7241 Gravois Ave MO 63116",38.564766,-90.293637,1,range_interpolation,7241,"Gravois Ave",,,"Saint Louis",MO,"St. Louis city",63116,US,"TIGER/Line® dataset from the US Census Bureau"
"3737 S Grand Blvd MO 63118",38.58915,-90.244496,1,range_interpolation,3737,"S Grand Blvd",,,"Saint Louis",MO,"St. Louis city",63118,US,"TIGER/Line® dataset from the US Census Bureau"
"9815 Manchester Rd MO 63119",38.606923,-90.374573,1,rooftop,9815,"Manchester Rd",,,"Saint Louis",MO,"St. Louis County",63119,US,"St Louis"
"9815 Manchester Rd MO 63119",38.606923,-90.374573,1,rooftop,9815,"Manchester Rd",,,"Saint Louis",MO,"St. Louis County",63119,US,"St Louis"
"7259 Watson Rd MO 63119",38.583127,-90.31883,1,rooftop,7259,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63119,US,"St Louis"
"7901 Watson Rd MO 63119",38.56965,-90.338815,1,rooftop,7901,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63119,US,"St Louis"
"4 S Old Orchard Ave MO 63119",38.591182,-90.33834,1,rooftop,4,"S Old Orchard Ave",,,"Saint Louis",MO,"St. Louis County",63119,US,"St Louis"
"4 S Old Orchard Ave MO 63119",38.591182,-90.33834,1,rooftop,4,"S Old Orchard Ave",,,"Saint Louis",MO,"St. Louis County",63119,US,"St Louis"
"3860 Lucas And Hunt Rd MO 63121",38.70715,-90.305463,0.33,place,,,,,"Saint Louis",MO,"St. Louis County",63121,US,"TIGER/Line® dataset from the US Census Bureau"
"1790 S Florissant Rd MO 63121",38.722872,-90.30459,1,rooftop,1790,"S Florissant Rd",,,"Saint Louis",MO,"St. Louis County",63121,US,"St Louis"
"1790 S Florissant Rd MO 63121",38.722872,-90.30459,1,rooftop,1790,"S Florissant Rd",,,"Saint Louis",MO,"St. Louis County",63121,US,"St Louis"
"350 S Kirkwood Rd MO 63122",38.577056,-90.406187,1,rooftop,350,"S Kirkwood Rd",,,"Saint Louis",MO,"St. Louis County",63122,US,"St Louis"
"350 S Kirkwood Rd MO 63122",38.577056,-90.406187,1,rooftop,350,"S Kirkwood Rd",,,"Saint Louis",MO,"St. Louis County",63122,US,"St Louis"
"5904 S Lindbergh Blvd MO 63123",38.521773,-90.346777,1,rooftop,5904,"S Lindbergh Blvd",,,"Saint Louis",MO,"St. Louis County",63123,US,"St Louis"
"5904 S Lindbergh Blvd MO 63123",38.521773,-90.346777,1,rooftop,5904,"S Lindbergh Blvd",,,"Saint Louis",MO,"St. Louis County",63123,US,"St Louis"
"3282 Telegraph Rd MO 63125",38.496285,-90.299546,1,rooftop,3282,"Telegraph Rd",,,"Saint Louis",MO,"St. Louis County",63125,US,"St Louis"
"4011 Bayless Ave MO 63125",38.546015,-90.287712,1,rooftop,4011,"Bayless Ave",,,"Saint Louis",MO,"St. Louis County",63125,US,"St Louis"
"9915 Watson Rd MO 63126",38.557069,-90.393763,1,rooftop,9915,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63126,US,"St Louis"
"9915 Watson Rd MO 63126",38.557069,-90.393763,1,rooftop,9915,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63126,US,"St Louis"
"938 Crestwood Plaza MO 63126",38.558638,-90.384702,1,range_interpolation,938,"Crestwood Plz",,,"Saint Louis",MO,"St. Louis County",63126,US,"TIGER/Line® dataset from the US Census Bureau"
"9915 Watson Rd MO 63126",38.557069,-90.393763,1,rooftop,9915,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63126,US,"St Louis"
"9915 Watson Rd MO 63126",38.557069,-90.393763,1,rooftop,9915,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63126,US,"St Louis"
"9915 Watson Rd MO 63126",38.557069,-90.393763,1,rooftop,9915,"Watson Rd",,,"Saint Louis",MO,"St. Louis County",63126,US,"St Louis"
"13250 Tesson Ferry Rd MO 63128",38.4861,-90.382842,1,rooftop,13250,"Tesson Ferry Rd",,,"Saint Louis",MO,"St. Louis County",63128,US,"St Louis"
"4015 Lemay Ferry Rd MO 63129",38.505902,-90.326184,1,range_interpolation,4015,"Lemay Ferry Rd",,,"Saint Louis",MO,"St. Louis County",63129,US,"TIGER/Line® dataset from the US Census Bureau"
"406 S County Center Way MO 63129",38.506541,-90.331087,1,rooftop,406,"S County Center Way",,,"Saint Louis",MO,"St. Louis County",63129,US,"St Louis"
"5537 Telegraph Rd MO 63129",38.471579,-90.305388,1,rooftop,5537,"Telegraph Rd",,,"Saint Louis",MO,"St. Louis County",63129,US,"St Louis"
"5537 Telegraph Rd MO 63129",38.471579,-90.305388,1,rooftop,5537,"Telegraph Rd",,,"Saint Louis",MO,"St. Louis County",63129,US,"St Louis"
"4407 Lemay Ferry Rd MO 63129",38.500964,-90.333459,1,rooftop,4407,"Lemay Ferry Rd",,,"Saint Louis",MO,"St. Louis County",63129,US,"St Louis"
"4407 Lemay Ferry Rd MO 63129",38.500964,-90.333459,1,rooftop,4407,"Lemay Ferry Rd",,,"Saint Louis",MO,"St. Louis County",63129,US,"St Louis"
"8127 Olive Blvd MO 63130",38.674017,-90.347338,1,rooftop,8127,"Olive Blvd",,,"Saint Louis",MO,"St. Louis County",63130,US,"St Louis"
"664 Wyndham Crossings Cir MO 63131",38.587135,-90.450061,1,range_interpolation,664,"Wyndham Crossings Cir",,,"Saint Louis",MO,"St. Louis County",63131,US,"TIGER/Line® dataset from the US Census Bureau"
"12120 Manchester Rd MO 63131",38.60205,-90.438558,1,rooftop,12120,"Manchester Rd",,,"Saint Louis",MO,"St. Louis County",63131,US,"St Louis"
"12120 Manchester Rd MO 63131",38.60205,-90.438558,1,rooftop,12120,"Manchester Rd",,,"Saint Louis",MO,"St. Louis County",63131,US,"St Louis"
"10431 Page Ave MO 63132",38.691636,-90.38959,1,rooftop,10431,"Page Ave",,,"Saint Louis",MO,"St. Louis County",63132,US,"St Louis"
"9406 Olive Blvd MO 63132",38.673634,-90.376446,1,rooftop,9406,"Olive Blvd",,,"Saint Louis",MO,"St. Louis County",63132,US,"St Louis"
"9131 W Florissant Ave MO 63136",38.735516,-90.278504,1,rooftop,9131,"W Florissant Ave",,,"Saint Louis",MO,"St. Louis County",63136,US,"St Louis"
"10873 W Florissant Ave MO 63136",38.767843,-90.28087,1,rooftop,10873,"W Florissant Ave",,,"Saint Louis",MO,"St. Louis County",63136,US,"St Louis"
"11133 Dunn Rd MO 63136",38.776528,-90.240701,1,rooftop,11133,"Dunn Rd",,,"Saint Louis",MO,"St. Louis County",63136,US,"St Louis"
"11111 Bellefontaine Rd MO 63138",38.772786,-90.220733,1,rooftop,11111,"Bellefontaine Rd",,,"Saint Louis",MO,"St. Louis County",63138,US,"St Louis"
"1420 Hampton Ave MO 63139",38.624505,-90.287486,1,rooftop,1420,"Hampton Ave",,,"Saint Louis",MO,"St. Louis city",63139,US,"City of St Louis"
"11521 Olive Blvd MO 63141",38.671714,-90.437081,1,rooftop,11521,"Olive Blvd",,,"Saint Louis",MO,"St. Louis County",63141,US,"St Louis"
"11553 Olive Blvd MO 63141",38.671382,-90.436949,1,range_interpolation,11553,"Olive Blvd",,,"Saint Louis",MO,"St. Louis County",63141,US,"TIGER/Line® dataset from the US Census Bureau"
"3635 S Big Bend Blvd MO 63143",38.602006,-90.326152,1,rooftop,3635,"S Big Bend Blvd",,,"Saint Louis",MO,"St. Louis County",63143,US,"St Louis"
"1595 S Hanley Rd MO 63144",38.626695,-90.335493,1,rooftop,1595,"S Hanley Rd",,,"Saint Louis",MO,"St. Louis County",63144,US,"St Louis"
"25 Westport Plz MO 63146",38.700311,-90.443782,0.7,rooftop,25,"W Port Plaza Dr",,,"Saint Louis",MO,"St. Louis County",63146,US,"St Louis"
"905 Jungermann Rd MO 63376",38.773054,-90.581873,1,rooftop,905,"Jungermann Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
"7890 Mexico Rd MO 63376",38.787619,-90.66165,1,rooftop,7890,"Mexico Rd",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
